conversation_id_str,full_text,created_at,full_text_preprocessed,Topik
1.999830682500223e+18,@mikuroQ @seruanhl @NgkongRoses @Anak__Ogi @AntoniusCDN @Ary_PrasKe2 @BebySoSweet @BiLLRaY2019 @denni_sauya @DS_yantie @FirzaHusain @Urrangawak / No sadar gak ? klo mereka sdg ; Show of Force mereka sedang mengingatkan bahwa ada yg Lebih Tinggi Kekuasa'an &amp; Kekuatan-nya dari MK (bahkan Presiden) maka seolah mereka tidak peduli dgn apapun putusan MK krn mereka hanya tunduk &amp; patuh pada yg Berkuasa tadi ️ \ https://t.co/hx23WdvtEl,2025-12-13 16:22:25+00:00,mikuroq seruanhl ngkongroses anak__ogi antoniuscdn ary_praske bebysosweet billray denni_sauya ds_yantie firzahusain urrangawak sadar gak klo sdg show force kekuasa amp kekuatan presiden tidak peduli dgn apapun putusan krn tunduk amp patuh berkuasa,0
1.99965656698808e+18,@rimapurwasih Upetinya ke presiden gak putus walaupun ganti presiden.,2025-12-13 16:22:40+00:00,rimapurwasih upetinya presiden gak putus ganti presiden,0
1.9997355742117765e+18,@puddleday @Leo_Hermawan20 @DS_yantie Lu ga paham konteksnya. Bukan DPR nya yg bubar tapi isi orang2nya. Kalo DPR bubar Presiden bisa semena2 karna gak ada yg mengontrol,2025-12-13 16:23:12+00:00,puddleday leo_hermawan ds_yantie paham konteksnya bukan dpr bubar isi orangnya dpr bubar presiden semena karna gak mengontrol,0
1.9998773566061573e+18,@ciinta Iya juga ya dari drama percintaanmu yang dramatis mampus itu aku still somblo bjir. Dari punya gelar presiden jomblo,2025-12-13 16:23:16+00:00,ciinta iya drama percintaanmu dramatis mampus still somblo bjir gelar presiden jomblo,0
1.999799686350476e+18,@kiwbidango Dua kata lucu bun presiden donasi samo presiden mengabdi yg padahal tu emang bare minimum nyoo,2025-12-13 16:23:39+00:00,kiwbidango lucu bun presiden donasi samo presiden mengabdi emang bare minimum nyoo,0
1.9998871466485148e+18,Hari ke-420 Bapak Prabowo sebagai Presiden RI ke-8. @prabowo,2025-12-13 17:00:26+00:00,prabowo presiden prabowo,0
1.9980842746634e+18,@juvegaristabah Presiden sakit jiwa,2025-12-13 17:01:05+00:00,juvegaristabah presiden sakit jiwa,0
1.9996234930304123e+18,@WAHYU_UNIFORM Presiden mustinya membentuk command center untuk pemulihan pasca bencana sehingga jelas tanggung jawab masing2 lembaga...,2025-12-13 17:01:09+00:00,wahyu_uniform presiden mustinya membentuk command center pemulihan pasca bencana tanggung lembaga,-1
1.999861807834649e+18,@urshcie males jadi wni selagi presiden nya ga ganti,2025-12-13 17:02:14+00:00,urshcie males wni presiden ganti,0
1.9997963316244887e+18,@sjafriesjams @prabowo Alur informasi &amp; laporan ke tangan presiden diperbaiki pak klo perlu ganti orangnya sdh tdk jaman lagi model orang yg laporannya ABS spt tempo hari listrik di Aceh sdh menyala 94% Kami yg awam saja tahu tdk mungkin perbaiki jaringan listrik secepat yg dilaporkan bahlil,2025-12-13 17:02:20+00:00,sjafriesjams prabowo alur informasi amp laporan tangan presiden diperbaiki klo ganti orangnya sdh tdk jaman model laporannya abs spt tempo listrik aceh sdh menyala awam tdk perbaiki jaringan listrik secepat dilaporkan bahlil,0
1.9998877806385933e+18,yaalah kok bisa punya presiden yang gabisa mikir kayak gini pensiun aja pak kalau udah tua mah gausah bikin rakyat menderita.,2025-12-13 17:02:57+00:00,yaalah presiden gabisa mikir kayak gini pensiun tua gausah bikin rakyat menderita,0
1.9998878314315776e+18,Can you stop pake narasi² jelek yg ga masuk akal pak? Ya Allah tolong sadarkan manula satu itu ya Allah dia tuh presiden plis jgn ngebanyol mulu kerjaannya,2025-12-13 17:03:09+00:00,can you stop pake narasi jelek masuk akal allah sadarkan manula allah tuh presiden plis jgn ngebanyol mulu kerjaannya,0
1.999887570944283e+18,@s_romzan Hari ini (13 Des 2025) Indonesia fokus tangani bencana banjir bandang di Sumatera korban meninggal 995 pengungsi 884.889. Presiden Prabowo tinjau Aceh &amp; Langkat janji bantuan maksimal. Ekonomi tumbuh 6%+ di KEK Batang. Indonesia raih emas panjat tebing SEA Games 2025. Bantuan,2025-12-13 17:03:14+00:00,s_romzan des indonesia fokus tangani bencana banjir bandang sumatera korban meninggal pengungsi presiden prabowo tinjau aceh amp langkat janji bantuan maksimal ekonomi tumbuh kek batang indonesia raih emas panjat tebing sea games bantuan,5
1.9998881473717624e+18,siapa suruh jadi Presiden beliau sendiri yang mau. dan itulah tugas seorang presiden urus negara. harus cape harus lelah klu nggak sanggup ya sudah,2025-12-13 17:04:25+00:00,suruh presiden beliau tugas presiden urus negara cape lelah klu sanggup,0
1.9998882160786268e+18,Mengadi negeri gimana lu gak teges pas ada RUU KUHP disahkan lu gak teges pas bencana dan lu juga yang punya lahan sawit dengan luas 97.000 hektar dan lu presiden dan punya sawit?. Jujur gw takut qrt gini. Bentar gw gembokan dulu,2025-12-13 17:04:41+00:00,mengadi negeri gimana gak teges ruu kuhp disahkan gak teges bencana lahan sawit luas hektar presiden sawit jujur takut qrt gini bentar gembokan,16
1.999736044313576e+18,@tvOneNews Simak sampai usai..jgn kaget ada nama yg dsb. Bukan prabowo apalagi jokowi. Semoga presiden tahu kondisi real di Aceh.. @aniesbaswedan https://t.co/SqJ9tmYaUh,2025-12-13 17:08:29+00:00,tvonenews simak jgn kaget nama bukan prabowo jokowi semoga presiden kondisi real aceh aniesbaswedan,0
1.99988940559999e+18,yakan emang tugas dia jadi presiden anjirrrr ya kalo udh tau tua udh melemah ngapain maksa nyalonin jdi presiden,2025-12-13 17:09:25+00:00,yakan emang tugas presiden anjirrrr udh tua udh melemah ngapain maksa nyalonin jdi presiden,0
1.9998897013823245e+18,Yaudah jadi kuli aja jangan jadi presiden plis ,2025-12-13 17:10:35+00:00,yaudah kuli jangan presiden plis,0
1.999889778259673e+18, kita mah masih bisa makan aja udah bersyukur siapa pun presiden nya ga ngaruh di hidup gw tetep aja nyari duit sendiri akhhh moment,2025-12-13 17:10:55+00:00,makan bersyukur presiden ngaruh hidup tetep nyari duit akhhh moment,0
1.9994493607075185e+18,@PresidenKopi Jawaban sang presiden: sorry ye...,2025-12-13 17:12:14+00:00,presidenkopi sang presiden sorry,-1
1.9992968347544783e+18,@goraici The Economist pasti antek asing omon-omon kalah kata presiden RI,2025-12-13 17:13:23+00:00,goraici the economist antek asing omon omon kalah presiden,0
1.9998904825043643e+18,Akun presiden ayam itu ayam kalau bukan aku yang buka gerbang mereka gabisa berkokok asal km tau.,2025-12-13 17:13:41+00:00,akun presiden ayam ayam bukan buka gerbang gabisa berkokok,0
1.999891104754545e+18,Gak tau apalagi yang ditunggu sama Presiden buat menetapkan status Bencana Nasional. Demi menjaga Harga Diri katanya! Ya Allah...,2025-12-13 17:16:10+00:00,gak ditunggu presiden menetapkan status bencana nasional menjaga harga allah,16
1.9998913959524188e+18,Kenapa sih presiden ky ga bisa mencari informasi sendiri. Kalo badan dan tenaganya ga kuat buat sekadar cari info sekecil inimah udah aja ongkang2 kaki menikmati hari tua. Tapi kyknya ga bisa ya bisnisnya kan lancar kalo dia yg ngatur negara,2025-12-13 17:17:19+00:00,presiden mencari informasi badan tenaganya kuat cari info inimah ongkang kaki menikmati tua kyknya bisnisnya lancar ngatur negara,0
1.9998914983101967e+18,udah dikasih tau nih tinggal diterapin aja @prabowo. malu banget jadi presiden kagak bisa ngapa-ngapain.,2025-12-13 17:17:44+00:00,dikasih tinggal diterapin prabowo malu presiden kagak ngapa ngapain,0
1.9998916928252603e+18,lah kan emg tugasnya tolol ga mau cape mah ngapain jd presiden,2025-12-13 17:18:30+00:00,emg tugasnya tolol cape ngapain presiden,0
1.9999078676428063e+18,Gak kebayang hidup di indonesia 10-20 tahun lagi ketika generasi pekerja dan politik diisi sama generasi baru macam begini. Ini mah jalan gibran atau jan etes jadi presiden mulus banget soalnya rakyat udah pada bego.,2025-12-13 18:22:46+00:00,gak kebayang hidup indonesia generasi pekerja politik diisi generasi jalan gibran jan etes presiden mulus rakyat bego,0
1.999908807116534e+18,Emang udah nasib punya presiden penjahat ham. Selama ngejabat cuma muncul berita kematian manusia (rakyat) satwa endemik alam (pohon yg dibabat tambang ilegal illegal fishing),2025-12-13 18:26:30+00:00,emang nasib presiden penjahat ham ngejabat muncul berita kematian manusia rakyat satwa endemik alam pohon dibabat tambang ilegal illegal fishing,6
1.9999095022679e+18,Pernyataan tersebut dikeluarkan setelah Presiden Trump membuat pernyataan bahwa kemungkinan dalam waktu dekat Amerika akan melakukan serangan darat ke Venezuela.,2025-12-13 18:29:25+00:00,pernyataan dikeluarkan presiden trump pernyataan amerika serangan darat venezuela,-1
1.9998290752804823e+18,@Ndons_Back @Raeraraera Wkwkwkwk harusnya pertanyaan itu cocoknya ke wowo kenapa dia mau dibawah ketiak wiwi. Niatnya cuma pengen jadi presiden makanya rela diacak2 sama anak buah wiwi termasuk Sigit. Gak salah orang bilang macan ompong ,2025-12-13 18:29:35+00:00,ndons_back raeraraera wkwkwkwk cocoknya wowo dibawah ketiak wiwi niatnya pengen presiden rela diacak anak buah wiwi sigit gak salah bilang macan ompong,0
1.999624116723417e+18,@M45Broo_ jadi bener ya dia ini menderita NPD akut.. jangan2 dia ga merasakan dampak bencananya.. hanya ingin disambut dan dianggap presiden.. yang manfaatin si ndut ini yaa bajiangan2 disekitarnya.. kayak bahlul dan kawan2..,2025-12-13 18:31:00+00:00,mbroo_ bener menderita npd akut jangan merasakan dampak bencananya disambut dianggap presiden manfaatin ndut yaa bajiangan disekitarnya kayak bahlul kawan,-1
1.999910098391761e+18,tadi di motionime ada guest yang promptnya apa mimpi buruk kalian??! terus ada mas mas yg lebih pendek dari gue nyeletuk anis jadi presiden BRO OKE jadi gini... lu dateng ke acara yg dibuat windah basudara yang ngasih tau lu harus apa pas pemilihan kemarin AHH noob lu pendek,2025-12-13 18:31:38+00:00,motionime guest promptnya mimpi buruk mas mas pendek nyeletuk anis presiden oke gini dateng acara windah basudara ngasih pemilihan kemarin ahh noob pendek,0
1.999418212417696e+18,@msaid_didu presiden kok diam dengan Tingkah Kapolri mau jadi apa negeri ini jika pejabat negara tidak mencontohkan yang baik...ini polisi apakah lembaga tertinggi negara gitu..?? serius nanya,2025-12-13 18:33:36+00:00,msaid_didu presiden diam tingkah kapolri negeri pejabat negara tidak mencontohkan polisi lembaga tertinggi negara serius nanya,0
1.999621740289492e+18,@panca66 Negara yg punya presiden yg tidak berani tangani anak buah !,2025-12-13 18:37:08+00:00,panca negara presiden tidak berani tangani anak buah,0
1.999911701664465e+18,Kepemimpinan Presiden Prabowo Subianto sudah banyak yang dapat menebak sebelumnya. Inilah yang terjadi sekarang.,2025-12-13 18:38:00+00:00,kepemimpinan presiden prabowo subianto menebak,0
1.9998405085046664e+18,@BangPino__ Jd sopir ambulance aja lebih cocok. Lu ga bakal disalip semua org bahkan presiden ,2025-12-13 18:39:32+00:00,bangpino__ sopir ambulance cocok disalip org presiden,0
1.9999127521655524e+18,tiktok beneran nunjukkin mana orang2 bodoh komentarnya buat sakit hati kali gila kurasa minta sama presiden aceh mata uang aceh fuck you all apa itu nkri gak pemerintah gak rakyat emang udah hancor aja Indonesia ini.,2025-12-13 18:42:11+00:00,tiktok beneran nunjukkin bodoh komentarnya sakit hati kali gila kurasa presiden aceh mata uang aceh fuck you all nkri gak pemerintah gak rakyat emang hancor indonesia,0
1.9999128593761807e+18,Presiden Prabowo Minta Maaf ke Korban Banjir Sumatra - [Metro Pagi Primetime] https://t.co/7Gs8759crg,2025-12-13 18:42:36+00:00,presiden prabowo maaf korban banjir sumatra metro pagi primetime,12
1.9999133619628608e+18,Gak jadi nabi pun gak apa2 pak @prabowo Gak punya tongkat nabi musa pun gak apa2 pak. Cuma jadi bapak yang sekarang dengan bener aja bisa gak sih Bekerja lah selayaknya presiden pak,2025-12-13 18:44:36+00:00,gak nabi gak prabowo gak tongkat nabi musa gak bener gak selayaknya presiden,0
1.9998145569826573e+18,@yaniarsim @prabowo dulu si kurap jadi petugas partai nya... presiden yg sekarang jadi petugas nya si kurap... kalau bukan karena si ngak ngok itu wapres nya gak bakal si kurap mau ndukung sampe jadi presiden... imbalan nya bakal ditagih di 2029...,2025-12-13 18:45:38+00:00,yaniarsim prabowo kurap petugas partai presiden petugas kurap bukan ngak ngok wapres gak kurap ndukung sampe presiden imbalan ditagih,0
1.9998047387964503e+18,@salpriadi_ 5 kali ganti presiden juga gak kebales ini sama yebe,2025-12-13 18:46:33+00:00,salpriadi_ kali ganti presiden gak kebales yebe,0
1.99949320099899e+18,@kompascom Yaaahh pake ditanya... kemarenkan janji nya aja kurang dijelasin aja sama presiden dan anak haram konstitusinya.. Kan lapangan pekerjaanya buat pekerja2 yang didatangkan dari cina..,2025-12-13 18:46:54+00:00,kompascom yaaahh pake kemarenkan janji dijelasin presiden anak haram konstitusinya lapangan pekerjaanya pekerja cina,-1
1.99991407275058e+18,siapa suruh udh tua malah jd presiden itu bare minimum pemimpin kocak resiko lah,2025-12-13 18:47:26+00:00,suruh udh tua presiden bare minimum pemimpin kocak resiko,0
1.9998639596007383e+18,@satriohendri @prabowo kok diam..? apakah lembaga kepolisian ini adalah lembaga tertinggi negara..?? sehingga presiden dan MK takut di pecat lembaga tertinggi ini.,2025-12-13 18:49:16+00:00,satriohendri prabowo diam lembaga kepolisian lembaga tertinggi negara presiden takut pecat lembaga tertinggi,0
1.9992747689615365e+18,@indepenSumatera Pak presiden @prabowo siap turun ke lapangan bantuin model gitu?,2025-12-13 18:50:21+00:00,indepensumatera presiden prabowo turun lapangan bantuin model,0
1.999626736116597e+18,@msaid_didu Apa atau rahasia apa sih yg dia (dan saudara2 seperternakannya) punyai sampai sang Presiden tidak punya nyali utk menertibkan dia ?!?,2025-12-13 18:50:31+00:00,msaid_didu rahasia saudara seperternakannya punyai sang presiden tidak nyali utk menertibkan,0
1.998920331030053e+18,@haiderisa619 @Oemar1414 @PutraMataSatu @abdi_rakyat_24 1. Yg bilang merusak adalah alasan para haters 2 periode+PDIP gegara gagal menjegal Jokowi 2 periode Walkot 1 periode Gubernur 2 Periode Presiden+Pilpres 2024. Jd ga usah alasan2 utk hina Jokowi. Ketambahan dengan persiapan Pilpres 2029 ada yg maju alasan tepat serang Jokowi,2025-12-13 18:55:23+00:00,haiderisa oemar putramatasatu abdi_rakyat_ bilang merusak alasan haters periode pdip gegara gagal menjegal jokowi periode walkot periode gubernur periode presiden pilpres alasan utk hina jokowi ketambahan persiapan pilpres maju alasan serang jokowi,0
1.9999166342456607e+18,ga tau deh hati gue nyutnyutan banget penuh cinta ewww sampe ganti presiden gue liatin terus nih https://t.co/K6kCSZqWqK,2025-12-13 18:57:36+00:00,hati nyutnyutan penuh cinta ewww sampe ganti presiden liatin,0
1.999917058482737e+18,Presiden Prabowo menekankan Prabowo Pulihkan Infrastruktur sebagai langkah utama Bangkit Pasca Bencana melalui percepatan akses darurat untuk memulihkan transportasi mobilitas dan stabilitas ekonomi masyarakat terdampak secara cepat aman nasional ber... https://t.co/JyAxMAFgUv,2025-12-13 18:59:18+00:00,presiden prabowo menekankan prabowo pulihkan infrastruktur langkah utama bangkit pasca bencana percepatan akses darurat memulihkan transportasi mobilitas stabilitas ekonomi masyarakat terdampak cepat aman nasional ber,3
1.999737337904067e+18,@pln_123 @f_fathur @prabowo Presiden datang tidak ada perbaikan presiden pergi tetiba ada perbaikan jaringan Yg penting abs,2025-12-13 19:07:06+00:00,pln_ f_fathur prabowo presiden tidak perbaikan presiden pergi tetiba perbaikan jaringan abs,0
1.998358240279569e+18,@kyaaact @ariaaari___28 @tanyarlfes Wkwkwkw kok aku ngakak banget bacanya kakpadahal apapun keputusan menteri kalo sudah berdampak besar terhadap masyarakat itu harus melalui presiden dulu mereka ada otak nya ga sih kok gue jadi ke trigger.,2025-12-13 19:08:11+00:00,kyaaact ariaaari___ tanyarlfes wkwkwkw ngakak bacanya kakpadahal apapun keputusan menteri berdampak masyarakat presiden otak trigger,0
1.999919600264454e+18,Tak lupa saya menyampaikan apresiasi dan terima kasih kepada Presiden Prabowo Subianto atas perhatian dan dukungan penuh terhadap penanggulangan bencana tepatnya di daerah Kecamatan Nanggalo Kota Padang.,2025-12-13 19:10:47+00:00,lupa apresiasi terima kasih presiden prabowo subianto perhatian dukungan penuh penanggulangan bencana tepatnya daerah kecamatan nanggalo kota padang,4
1.999712253269148e+18,@okiksadboi presiden yg gamau naikin becana nasional itu ya ka?,2025-12-13 19:11:21+00:00,okiksadboi presiden gamau naikin becana nasional,0
1.999872975475188e+18,@Dadank89204401 @indepenSumatera Iya warga bantu warga lah gaada pemerintah yang bantu. Apaan ngehidupin listrik cuma pas presiden dateng abis itu dimatiin lagi. Gadjah aja yang hewan disuruh ngeberesin kayu gelondongan kok.,2025-12-13 21:24:32+00:00,dadank indepensumatera iya warga bantu warga gaada pemerintah bantu ngehidupin listrik presiden dateng abis dimatiin gadjah hewan disuruh ngeberesin kayu gelondongan,6
1.999834529520104e+18,@yaniarsim Betul presiden yang tertukar,2025-12-13 21:29:52+00:00,yaniarsim presiden tertukar,0
1.999955462058648e+18,jujur bingung kok bisa berubah ya padahal udh gajadi presiden,2025-12-13 21:31:54+00:00,jujur bingung berubah udh gajadi presiden,0
1.999821809013908e+18,@Mdy_Asmara1701 Bp Presiden terlalu lemah tidak bernyali menghadapi Jokowi dan Antek anteknya seperti Kapolri Bahlil dll.,2025-12-13 21:32:26+00:00,mdy_asmara presiden lemah tidak bernyali menghadapi jokowi antek anteknya kapolri bahlil,0
1.9999560043275512e+18,presiden pas dateng ke lokasi banjir aja keliatan planga plongo,2025-12-13 21:34:03+00:00,presiden dateng lokasi banjir keliatan planga plongo,12
1.9999566830205256e+18,benci sama presiden sendiri gw sampai muak mau komen sangking gedeg nya liat dia,2025-12-13 21:36:45+00:00,benci presiden muak komen sangking gedeg,0
1.9999571488189115e+18,Punya presiden gini banget,2025-12-13 21:38:36+00:00,presiden gini,0
1.999957341379461e+18,Banyak Pertanyaan tentang Kinerja Reformasi Kepolisian - adakah Kemajuan yang sudah dicapai dan apakah Tim Reformasi Kepolisian itu diperlukan sesuai Perintah Presiden-saya Sudah mengingatkan Tim Reformasi Kepolisian harus merevisi terlebih dahulu UU tentang Kepolisan RI #hening https://t.co/x32CkrFnru,2025-12-13 21:39:22+00:00,kinerja reformasi kepolisian adakah kemajuan dicapai tim reformasi kepolisian sesuai perintah presiden tim reformasi kepolisian merevisi kepolisan hening,0
1.999957485453812e+18,ga nyuruh jd presiden juga si,2025-12-13 21:39:56+00:00,nyuruh presiden,0
1.9996751547635185e+18,@abu_waras @Gerindra @prabowo @Dahnilanzar Klo punya kira² mau jadi apa? Uler kecil² tapi banyak? Uler gede tapi cuma 1? Belah banjir biar rombongan presiden bebas lewat? Lagi keadaan gini Jan ngadi² lah..,2025-12-13 21:41:39+00:00,abu_waras gerindra prabowo dahnilanzar klo uler uler gede belah banjir biar rombongan presiden bebas gini jan ngadi,-1
1.9998415908615496e+18,@PepekBeku @idextratime udah ditebak kalo nyenggol presiden Like pasti banyak ,2025-12-13 21:49:10+00:00,pepekbeku idextratime ditebak nyenggol presiden like,0
1.999959906074669e+18,@IDGoonerscom Dahla mending fokus di piala presiden,2025-12-13 21:50:49+00:00,idgoonerscom dahla mending fokus piala presiden,0
1.999960277534852e+18,Satuan Pemenuhan Pelayanan Gizi (SPPG) diimbau tidak menggunakan makanan buatan pabrik dalam pelaksanaan Program Makan Bergizi Gratis (MBG). Imbauan ini merujuk Pasal 38 ayat 1 Peraturan Presiden (Perpres) Nomor 115 Tahun 2025 yang menegaskan bahwa penyelenggaraan MBG https://t.co/g6FmyAHmCL,2025-12-13 21:51:02+00:00,satuan pemenuhan pelayanan gizi sppg diimbau tidak makanan buatan pabrik pelaksanaan program makan bergizi gratis mbg imbauan merujuk pasal ayat peraturan presiden perpres nomor penyelenggaraan mbg,8
1.9996832228260785e+18,@drlrst Rame di sosmed kenyataanya masih banyak generasi tua yg masih mengidolakan presiden karena menikmati MBG &amp; Bansos.,2025-12-13 21:51:08+00:00,drlrst rame sosmed kenyataanya generasi tua mengidolakan presiden menikmati mbg amp bansos,0
1.9999603889439744e+18,hari hari liat berita gada yang bener baca statement yang keluar dr mulut our presiden dan mulut2nybpara pemerintah ini beneran gada yg bener. https://t.co/grTN1mO7kI,2025-12-13 21:53:46+00:00,berita gada bener baca statement mulut our presiden mulutnybpara pemerintah beneran gada bener,0
1.999961124075459e+18,Presiden Prabowo menempatkan keselamatan buruh sebagai prioritas negara. #BuruhAmanNegaraHadir https://t.co/d7XRhMVisw,2025-12-13 21:54:25+00:00,presiden prabowo menempatkan keselamatan buruh prioritas negara buruhamannegarahadir,-1
1.9999613785606515e+18,Oligarki Predatoris dan Politik Hukum di Era Presiden Prabowo Subianto: Perebutan Legitimasi Publik https://t.co/3JTDIrNUuw,2025-12-13 21:55:24+00:00,oligarki predatoris politik hukum era presiden prabowo subianto perebutan legitimasi publik,0
1.9985186062174904e+18,@snowywishwife @direktoridosen Sepertinya semua info harus lewat filter Buna dulu atas pertimbangan kesehatan Presiden ya termasuk laporan² dari pejabat dibawahnya. Atau balik lagi protap tiap laporan dari bawahan²nya 'dikondisikan' agar ABS,2025-12-13 21:55:55+00:00,snowywishwife direktoridosen info filter buna pertimbangan kesehatan presiden laporan pejabat dibawahnya protap laporan bawahan dikondisikan abs,0
1.9999615488828372e+18,Presiden Prabowo mendorong perlindungan kerja yang adil dan merata. #PerlindunganMerata https://t.co/0D5zuLno75,2025-12-13 21:56:09+00:00,presiden prabowo mendorong perlindungan kerja adil merata perlindunganmerata,-1
1.999961620345405e+18,Maklum aja bang...presiden kurang satu suara...presiden hasil kolusi,2025-12-13 21:56:22+00:00,maklum bang presiden suara presiden hasil kolusi,0
1.9994886432250184e+18,@yaniarsim @prabowo @BNPB_Indonesia Banyak yang ABS pak Presiden harus tegas buang orang2 munafik dr sekelilingnya perbanyak sidak.,2025-12-13 21:58:43+00:00,yaniarsim prabowo bnpb_indonesia abs presiden buang munafik sekelilingnya perbanyak sidak,0
1.999872561996518e+18,@SyfaL7319 @achehsultanate Terus aparat TNI-Polri polri apa bukan bagian dari negara? Gubernur apa bukan bagian dari negara? Dari presiden dan wapresnya smpe menteri sdah bnyak yg datang apa mereka bukan bagian dari negara? Pemerintah menyediakan anggaran utk recovery lu anggap apa? Apa lu mmpu sendiri?,2025-12-13 21:59:48+00:00,syfal achehsultanate aparat tni polri polri bukan negara gubernur bukan negara presiden wapresnya smpe menteri sdah bnyak bukan negara pemerintah menyediakan anggaran utk recovery anggap mmpu,0
1.9998751980830272e+18,@Mdy_Asmara1701 Prof JIMLY ASSIDIQIE yg Guru Besar HTN &amp; Ketua Komisi Reformasi Polri KOK KICEP GAK BERANI KOMENTAR? Dia malah mengusulkan Kapolri dipilih langsung oleh Presiden tanpa persetujuan DPR! How low can you go Jimly?,2025-12-13 22:02:35+00:00,mdy_asmara prof jimly assidiqie guru htn amp ketua komisi reformasi polri kicep gak berani komentar mengusulkan kapolri dipilih langsung presiden persetujuan dpr how low can you jimly,0
1.999967063092372e+18,Presiden Prabowo Subianto instruksikan BMKG untuk memperkuat sistem peringatan dini di daerah rawan curah hujan tinggi jelang Natal &amp; Tahun Baru. https://t.co/dVkCT8UBKy,2025-12-13 22:18:00+00:00,presiden prabowo subianto instruksikan bmkg memperkuat sistem peringatan daerah rawan curah hujan jelang natal amp,-1
1.999967150988305e+18,Presiden / Pemerintah sudah bekerja keras untuk rakyat masih aja ada yang minta status Bencana Nasional Prabowo Tinjau Pengungsian MAN 1 Langkat Pastikan Kebutuhan Terpenuhi https://t.co/avx6TApeaP,2025-12-13 22:18:21+00:00,presiden pemerintah keras rakyat status bencana nasional prabowo tinjau pengungsian man langkat pastikan kebutuhan terpenuhi,4
1.999967238380794e+18,Semakin hari semakin terbuka kalau Presiden @prabowo tidak independen dan ada sosok yang atur beliau dalam menjalankan roda pemerintahan.,2025-12-13 22:18:41+00:00,terbuka presiden prabowo tidak independen sosok atur beliau menjalankan roda pemerintahan,0
1.999884437983728e+18,@HumorJonTampan Woeey bocil presiden nya boneka,2025-12-13 22:19:22+00:00,humorjontampan woeey bocil presiden boneka,0
1.999610476326687e+18,@PutraMataSatu @GM_Warrios Itu rambut aslinya selama 2 periode jadi Presiden rambutnya palsu,2025-12-13 22:20:21+00:00,putramatasatu gm_warrios rambut aslinya periode presiden rambutnya palsu,0
1.9999677711412104e+18,Selama capres kita yg bagus (yg independen pemikirannya) ga peduli sama tangan 1-3 ga megang kubu ijo/coklat banyak visi dan misi yg ga ngurusin mereka2 pasti susah atau bahkan ga bakal jadi presiden biar gampang jadi presiden selanjutnya yaa ngikut path presiden sebelumnya,2025-12-13 22:20:49+00:00,capres bagus independen pemikirannya peduli tangan megang kubu ijo coklat visi misi ngurusin susah presiden biar gampang presiden yaa ngikut path presiden,0
1.9997662835299128e+18,@Anak__Ogi @BuruCeleng96454 Itu bukan azab itu rambut aslinya waktu itu jadi presiden rambutnya Palsu,2025-12-13 22:21:54+00:00,anak__ogi buruceleng bukan azab rambut aslinya presiden rambutnya palsu,0
1.999696453808337e+18,@marlina_idha Para pembantu Presiden perlente tapi miskin mental dan hati. Nir empati. Rakyat yg lebih nasionalis dan punya jiwa sosial tinggi gercep menolong malah dimusuhi. Kalah pamor,2025-12-13 22:22:19+00:00,marlina_idha pembantu presiden perlente miskin mental hati nir empati rakyat nasionalis jiwa sosial gercep menolong dimusuhi kalah pamor,0
1.9998021477652032e+18,@cutsarina5 Semua presiden bertanggung jawab terhadap deforestasi Krn ijinnya yg diberikan melalui menhut. Sayangnya deforestasi tidak memakmurkan rakyat malah mengirim bencana.,2025-12-13 22:22:32+00:00,cutsarina presiden bertanggung deforestasi krn ijinnya menhut sayangnya deforestasi tidak memakmurkan rakyat mengirim bencana,6
1.999968293827052e+18,Di posko pengungsian Langkat Presiden Prabowo Subianto menunjukkan kepedulian dengan mengompres dan mengelap keringat seorang anak yang sedang sakit. https://t.co/45frpd1GLh,2025-12-13 22:22:53+00:00,posko pengungsian langkat presiden prabowo subianto kepedulian mengompres mengelap keringat anak sakit,-1
1.999353485301809e+18,@indepenSumatera Presiden &amp; prabowo merupakan 2 hal yg berbeda. Jd kalo kritik presiden prabowo ya sah2 aja krn orang nya suka rela nyalon jd presiden. Justru aneh kali ada orang yg ngefans sama presiden,2025-12-13 22:23:01+00:00,indepensumatera presiden amp prabowo berbeda kritik presiden prabowo sah krn rela nyalon presiden aneh kali ngefans presiden,0
1.999968429495944e+18,pikirannya malah anak presiden francis dg lehidupan parlente,2025-12-13 22:23:25+00:00,pikirannya anak presiden francis lehidupan parlente,0
1.999968480268096e+18,Presiden Prabowo Subianto instruksikan BMKG untuk memperkuat sistem peringatan dini di daerah rawan curah hujan tinggi jelang Natal &amp; Tahun Baru. https://t.co/f1ItTN8CIM,2025-12-13 22:23:37+00:00,presiden prabowo subianto instruksikan bmkg memperkuat sistem peringatan daerah rawan curah hujan jelang natal amp,-1
1.999968587960968e+18,Di posko pengungsian Langkat Presiden Prabowo Subianto menunjukkan kepedulian dengan mengompres dan mengelap keringat seorang anak yang sedang sakit. https://t.co/zuFiyLnsKW,2025-12-13 22:24:03+00:00,posko pengungsian langkat presiden prabowo subianto kepedulian mengompres mengelap keringat anak sakit,-1
1.999968695020614e+18,Bencana banjir dan longsor di Sumatera meliputi Sumatera Utara Sumatera Selatan dan Aceh menyebabkan 1.003 orang meninggal hingga Sabtu (13/12). https://t.co/TLPcTUXsiO,2025-12-13 22:24:29+00:00,bencana banjir longsor sumatera meliputi sumatera utara sumatera selatan aceh menyebabkan meninggal sabtu,5
